idQuestionario;nomPais;faixaIdade;nomMotivoRed;numPernoiteTotal;codIBGECidadeVisitada;nomCidadeVisitada_UF;nomHospedagem;nomAgencia;nomAcompanhante;lng;lat;gpcd
18877;Argentina;18-24 years;Leisure;8;2414209;Tibau do Sul - RN;Posada;Separate services;Family group;-35,09260037;-6,188071759;34,2083333333333
21320;Chile;32-40 years;Leisure;6;2414209;Tibau do Sul - RN;Posada;No;Friends;-35,09260037;-6,188071759;203,5
21845;Argentina;25-31 years;Leisure;12;2414209;Tibau do Sul - RN;Hotel or flat;No;Couple without children;-35,09260037;-6,188071759;112,291666666667
23921;Argentina;41-50 years;Leisure;7;2414209;Tibau do Sul - RN;Hotel or flat;Tourist package;Couple without children;-35,09260037;-6,188071759;38,5
27239;Argentina;41-50 years;Leisure;14;2414209;Tibau do Sul - RN;Hotel or flat;No;Family group;-35,09260037;-6,188071759;42,1071428571429
37153;Chile;41-50 years;Leisure;7;2414209;Tibau do Sul - RN;Posada;No;Family group;-35,09260037;-6,188071759;142,857142857143
43085;Argentina;51-59 years;Leisure;7;2414209;Tibau do Sul - RN;Posada;No;Couple with children;-35,09260037;-6,188071759;141,285714285714
45268;Argentina;41-50 years;Other reasons;8;2414209;Tibau do Sul - RN;Rented property;No;Family group;-35,09260037;-6,188071759;74,5625
24382;Argentina;41-50 years;Leisure;7;2414209;Tibau do Sul - RN;Hotel or flat;Tourist package;Family group;-35,09260037;-6,188071759;16,0714285714286
17853;Italy;41-50 years;Leisure;15;2507507;Joao Pessoa - PB;House of friends and relatives;No;Alone;-34,87338481;-7,14938202;51,3333333333333
30895;Chile;25-31 years;Other reasons;7;2507507;Joao Pessoa - PB;House of friends and relatives;No;Couple without children;-34,87338481;-7,14938202;18,8571428571429
17819;Germany;18-24 years;Other reasons;21;2507507;Joao Pessoa - PB;House of friends and relatives;No;Alone;-34,87338481;-7,14938202;10,7142857142857
18858;Italy;51-59 years;Other reasons;23;2507507;Joao Pessoa - PB;House of friends and relatives;No;Alone;-34,87338481;-7,14938202;53,5217391304348
43865;Germany;32-40 years;Business and events;20;2507507;Joao Pessoa - PB;Hotel or flat;No;Alone;-34,87338481;-7,14938202;549,2
18013;China;32-40 years;Business and events;90;2507507;Joao Pessoa - PB;Hotel or flat;No;Co-workers;-34,87338481;-7,14938202;130,572222222222
28599;Italy;Over 60 years;Business and events;7;2507507;Joao Pessoa - PB;Hotel or flat;Separate services;Co-workers;-34,87338481;-7,14938202;103,285714285714
17920;Belgium;32-40 years;Other reasons;8;2507507;Joao Pessoa - PB;House of friends and relatives;No;Alone;-34,87338481;-7,14938202;28,0625
22283;Colombia;32-40 years;Other reasons;40;2507507;Joao Pessoa - PB;House of friends and relatives;No;Alone;-34,87338481;-7,14938202;41,9
28209;Germany;41-50 years;Other reasons;15;2515708;Serra Grande - PB;House of friends and relatives;Separate services;Family group;-38,37489479;-7,214147758;24,8333333333333
20973;Argentina;Over 60 years;Leisure;10;2602902;Cabo de Santo Agostinho - PE;Resort;Tourist package;Family group;-35,03848897;-8,28986423;29,7
15648;Portugal;51-59 years;Leisure;12;2607208;Ipojuca - PE;Hotel or flat;Separate services;Couple without children;-35,06347194;-8,3969865;80,6666666666667
15653;Portugal;41-50 years;Leisure;9;2607208;Ipojuca - PE;Hotel or flat;No;Family group;-35,06347194;-8,3969865;69,5555555555556
17844;Germany;32-40 years;Leisure;9;2607208;Ipojuca - PE;Hotel or flat;No;Alone;-35,06347194;-8,3969865;102,555555555556
19023;Argentina;25-31 years;Leisure;8;2607208;Ipojuca - PE;Hotel or flat;Separate services;Couple without children;-35,06347194;-8,3969865;93
19345;Argentina;41-50 years;Leisure;13;2607208;Ipojuca - PE;Posada;Separate services;Couple without children;-35,06347194;-8,3969865;64,9230769230769
22923;Argentina;32-40 years;Leisure;8;2607208;Ipojuca - PE;Hotel or flat;No;Couple without children;-35,06347194;-8,3969865;144,625
23546;Argentina;32-40 years;Leisure;9;2607208;Ipojuca - PE;Hotel or flat;No;Friends;-35,06347194;-8,3969865;118,388888888889
23711;Argentina;32-40 years;Leisure;12;2607208;Ipojuca - PE;Rented property;No;Couple without children;-35,06347194;-8,3969865;73,9583333333333
23857;Argentina;41-50 years;Leisure;7;2607208;Ipojuca - PE;Hotel or flat;No;Family group;-35,06347194;-8,3969865;171,47619047619
25385;Argentina;25-31 years;Leisure;10;2607208;Ipojuca - PE;Posada;No;Family group;-35,06347194;-8,3969865;95,25
27630;Chile;Over 60 years;Leisure;9;2607208;Ipojuca - PE;Hotel or flat;Separate services;Couple without children;-35,06347194;-8,3969865;194,444444444444
27657;Chile;32-40 years;Leisure;6;2607208;Ipojuca - PE;Hotel or flat;No;Couple with children;-35,06347194;-8,3969865;102
27871;Argentina;25-31 years;Leisure;8;2607208;Ipojuca - PE;Posada;No;Couple without children;-35,06347194;-8,3969865;66,0625
33052;Uruguay;41-50 years;Leisure;7;2607208;Ipojuca - PE;Hotel or flat;Tourist package;Family group;-35,06347194;-8,3969865;29,8928571428571
34217;Argentina;51-59 years;Leisure;14;2607208;Ipojuca - PE;Posada;Separate services;Couple without children;-35,06347194;-8,3969865;96,4285714285714
39632;Argentina;32-40 years;Leisure;10;2607208;Ipojuca - PE;Resort;Tourist package;Family group;-35,06347194;-8,3969865;21,2
45614;Spain;41-50 years;Leisure;21;2607208;Ipojuca - PE;Hotel or flat;No;Alone;-35,06347194;-8,3969865;119,571428571429
28593;Switzerland;Over 60 years;Other reasons;10;2607208;Ipojuca - PE;Hotel or flat;No;Couple without children;-35,06347194;-8,3969865;86,85
35136;Chile;18-24 years;Leisure;25;2607208;Ipojuca - PE;Posada;Separate services;Friends;-35,06347194;-8,3969865;28,8
48550;Argentina;41-50 years;Leisure;7;2607208;Ipojuca - PE;Posada;Separate services;Couple without children;-35,06347194;-8,3969865;85,2142857142857
19420;Canada;41-50 years;Other reasons;21;2609600;Olinda - PE;House of friends and relatives;Separate services;Alone;-34,86131039;-7,992660075;15,0793650793651
29119;Switzerland;32-40 years;Other reasons;21;2609600;Olinda - PE;Posada;No;Couple without children;-34,86131039;-7,992660075;88,6190476190476
24123;Germany;41-50 years;Business and events;5;2611101;Petrolina - PE;Hotel or flat;Tourist package;Alone;-40,49999933;-9,397375515;18,4
10538;Netherlands;51-59 years;Leisure;17;2611606;Recife - PE;House of friends and relatives;Separate services;Alone;-34,88894194;-8,062762483;44
17904;Mexico;41-50 years;Other reasons;12;2611606;Recife - PE;House of friends and relatives;No;Alone;-34,88894194;-8,062762483;66,6666666666667
17907;Germany;32-40 years;Other reasons;20;2611606;Recife - PE;House of friends and relatives;Separate services;Alone;-34,88894194;-8,062762483;32,3
17915;United Kingdom;32-40 years;Other reasons;33;2611606;Recife - PE;House of friends and relatives;No;Family group;-34,88894194;-8,062762483;35,4393939393939
17950;France;25-31 years;Other reasons;61;2611606;Recife - PE;Rented property;No;Alone;-34,88894194;-8,062762483;27,6065573770492
20083;Chile;32-40 years;Leisure;6;2611606;Recife - PE;Posada;No;Family group;-34,88894194;-8,062762483;41,8888888888889
23700;Australia;32-40 years;Other reasons;31;2611606;Recife - PE;House of friends and relatives;Separate services;Alone;-34,88894194;-8,062762483;109,903225806452
28773;Germany;25-31 years;Leisure;7;2611606;Recife - PE;Others;Separate services;Alone;-34,88894194;-8,062762483;14,1428571428571
30900;Argentina;18-24 years;Other reasons;15;2611606;Recife - PE;House of friends and relatives;No;Family group;-34,88894194;-8,062762483;41,3333333333333
31845;Argentina;51-59 years;Leisure;24;2611606;Recife - PE;Hotel or flat;No;Alone;-34,88894194;-8,062762483;167,083333333333
33114;Chile;41-50 years;Leisure;6;2611606;Recife - PE;Hotel or flat;Tourist package;Couple with children;-34,88894194;-8,062762483;57,125
15657;Germany;41-50 years;Other reasons;14;2611606;Recife - PE;House of friends and relatives;Separate services;Friends;-34,88894194;-8,062762483;203,285714285714
28604;Portugal;41-50 years;Other reasons;7;2611606;Recife - PE;House of friends and relatives;No;Couple without children;-34,88894194;-8,062762483;93
39638;Sweden;32-40 years;Other reasons;21;2611606;Recife - PE;House of friends and relatives;No;Couple without children;-34,88894194;-8,062762483;28,5714285714286
17363;Argentina;41-50 years;Business and events;4;2611606;Recife - PE;Hotel or flat;Separate services;Alone;-34,88894194;-8,062762483;200
24027;Angola;25-31 years;Business and events;8;2611606;Recife - PE;Hotel or flat;No;Co-workers;-34,88894194;-8,062762483;38,5
27460;China;25-31 years;Other reasons;270;2611606;Recife - PE;Others;No;Co-workers;-34,88894194;-8,062762483;22,5407407407407
37483;Israel;51-59 years;Business and events;10;2611606;Recife - PE;Hotel or flat;No;Alone;-34,88894194;-8,062762483;10
39635;Portugal;41-50 years;Business and events;4;2611606;Recife - PE;Hotel or flat;No;Co-workers;-34,88894194;-8,062762483;82,5
17854;France;51-59 years;Other reasons;15;2611606;Recife - PE;House of friends and relatives;No;Couple without children;-34,88894194;-8,062762483;35,9
29090;Germany;32-40 years;Other reasons;15;2611606;Recife - PE;House of friends and relatives;Separate services;Family group;-34,88894194;-8,062762483;10,8333333333333
15677;Portugal;Over 60 years;Business and events;14;2611606;Recife - PE;Own property;Separate services;Alone;-34,88894194;-8,062762483;99,7857142857143
17828;Sweden;25-31 years;Other reasons;45;2611606;Recife - PE;House of friends and relatives;No;Family group;-34,88894194;-8,062762483;20,5111111111111
17884;Italy;18-24 years;Other reasons;60;2611606;Recife - PE;House of friends and relatives;No;Alone;-34,88894194;-8,062762483;76,95
17899;United States;Over 60 years;Other reasons;30;2611606;Recife - PE;House of friends and relatives;No;Alone;-34,88894194;-8,062762483;10,2666666666667
21278;French Guiana;32-40 years;Other reasons;7;2611606;Recife - PE;House of friends and relatives;Separate services;Alone;-34,88894194;-8,062762483;104,285714285714
22846;South Africa;25-31 years;Leisure;25;2611606;Recife - PE;Rented property;Separate services;Alone;-34,88894194;-8,062762483;46,8
23056;Peru;51-59 years;Other reasons;120;2611606;Recife - PE;House of friends and relatives;No;Alone;-34,88894194;-8,062762483;12,575
30501;Argentina;Over 60 years;Leisure;14;2611606;Recife - PE;Posada;No;Friends;-34,88894194;-8,062762483;30,2142857142857
35726;Angola;41-50 years;Business and events;32;2611606;Recife - PE;Own property;No;Alone;-34,88894194;-8,062762483;54,28125
18242;Argentina;32-40 years;Leisure;9;2704302;Maceio - AL;Rented property;No;Couple with children;-35,70162991;-9,660822152;102,944444444444
18804;Paraguay;32-40 years;Leisure;5;2704302;Maceio - AL;Hotel or flat;No;Family group;-35,70162991;-9,660822152;167,6
19443;Argentina;41-50 years;Leisure;7;2704302;Maceio - AL;Hotel or flat;No;Family group;-35,70162991;-9,660822152;58,6666666666667
19779;Argentina;18-24 years;Leisure;10;2704302;Maceio - AL;Hotel or flat;Tourist package;Couple without children;-35,70162991;-9,660822152;61,1
21308;Chile;25-31 years;Leisure;7;2704302;Maceio - AL;Hotel or flat;No;Family group;-35,70162991;-9,660822152;242,857142857143
23707;Argentina;51-59 years;Leisure;10;2704302;Maceio - AL;Hotel or flat;No;Couple without children;-35,70162991;-9,660822152;92,5
27132;Italy;Over 60 years;Other reasons;80;2704302;Maceio - AL;Rented property;No;Family group;-35,70162991;-9,660822152;31,01875
28452;Argentina;41-50 years;Leisure;16;2704302;Maceio - AL;Hotel or flat;Separate services;Couple with children;-35,70162991;-9,660822152;56,8541666666667
29199;Argentina;32-40 years;Leisure;8;2704302;Maceio - AL;Hotel or flat;No;Family group;-35,70162991;-9,660822152;125
29350;United States;32-40 years;Other reasons;34;2704302;Maceio - AL;Hotel or flat;No;Alone;-35,70162991;-9,660822152;70,5882352941177
34207;Chile;25-31 years;Leisure;7;2704302;Maceio - AL;Hotel or flat;Separate services;Couple without children;-35,70162991;-9,660822152;42,1428571428571
43330;Argentina;51-59 years;Leisure;6;2704302;Maceio - AL;Resort;Separate services;Couple without children;-35,70162991;-9,660822152;58,3333333333333
18686;Argentina;32-40 years;Leisure;7;2704302;Maceio - AL;Hotel or flat;Separate services;Couple without children;-35,70162991;-9,660822152;39,9285714285714
19119;Argentina;25-31 years;Leisure;10;2704302;Maceio - AL;Hotel or flat;No;Couple without children;-35,70162991;-9,660822152;102,4
18706;Argentina;41-50 years;Leisure;7;2704302;Maceio - AL;Hotel or flat;Tourist package;Friends;-35,70162991;-9,660822152;195
27361;Argentina;51-59 years;Leisure;10;2704302;Maceio - AL;Hotel or flat;Tourist package;Friends;-35,70162991;-9,660822152;58,3
29958;Argentina;41-50 years;Leisure;14;2704302;Maceio - AL;Hotel or flat;Tourist package;Family group;-35,70162991;-9,660822152;17,7321428571429
34543;Argentina;Over 60 years;Leisure;9;2704302;Maceio - AL;Hotel or flat;Tourist package;Family group;-35,70162991;-9,660822152;24,5111111111111
20173;Argentina;32-40 years;Leisure;12;2704708;Marechal Deodoro - AL;Posada;No;Couple with children;-35,8930687;-9,739155702;78,1944444444444
28746;Italy;Over 60 years;Leisure;52;2706448;Paripueira - AL;House of friends and relatives;Separate services;Alone;-35,55910518;-9,466313478;57,2692307692308
17893;Iceland;41-50 years;Other reasons;50;2709152;Teotonio Vilela - AL;House of friends and relatives;No;Couple without children;-36,35556314;-9,907497883;15,39
30883;Finland;25-31 years;Other reasons;39;2800308;Aracaju - SE;House of friends and relatives;No;Couple without children;-37,04821264;-10,9072158;11,6410256410256
27221;Argentina;32-40 years;Leisure;10;2905404;Cairu - BA;Posada;No;Friends;-39,04325436;-13,4876034;73,2
27542;Argentina;25-31 years;Leisure;7;2905404;Cairu - BA;Posada;Tourist package;Friends;-39,04325436;-13,4876034;42,5714285714286
27546;Argentina;25-31 years;Leisure;10;2905404;Cairu - BA;Posada;No;Friends;-39,04325436;-13,4876034;14,72
29556;Argentina;25-31 years;Leisure;8;2905404;Cairu - BA;Posada;Separate services;Friends;-39,04325436;-13,4876034;46
30101;Argentina;25-31 years;Leisure;18;2905404;Cairu - BA;Posada;No;Couple without children;-39,04325436;-13,4876034;40,8611111111111
30521;Argentina;25-31 years;Leisure;10;2905404;Cairu - BA;Posada;Separate services;Friends;-39,04325436;-13,4876034;22,5
38132;Argentina;25-31 years;Leisure;11;2905404;Cairu - BA;Rented property;No;Couple without children;-39,04325436;-13,4876034;46,8181818181818
41838;Argentina;25-31 years;Leisure;14;2905404;Cairu - BA;Rented property;No;Couple with children;-39,04325436;-13,4876034;82,7142857142857
41911;Argentina;Over 60 years;Leisure;26;2905404;Cairu - BA;Posada;No;Couple without children;-39,04325436;-13,4876034;44,6730769230769
45047;Argentina;25-31 years;Leisure;9;2905404;Cairu - BA;Posada;No;Friends;-39,04325436;-13,4876034;138,444444444444
27139;Argentina;51-59 years;Leisure;15;2905404;Cairu - BA;Posada;No;Friends;-39,04325436;-13,4876034;73,5666666666667
37624;Chile;25-31 years;Leisure;15;2905404;Cairu - BA;Posada;No;Family group;-39,04325436;-13,4876034;87,8444444444444
43170;Israel;25-31 years;Leisure;20;2905404;Cairu - BA;Posada;No;Couple without children;-39,04325436;-13,4876034;149,075
47413;Argentina;25-31 years;Leisure;6;2905404;Cairu - BA;Rented property;No;Friends;-39,04325436;-13,4876034;121,333333333333
27331;Germany;32-40 years;Other reasons;21;2905701;Camacari - BA;House of friends and relatives;No;Couple without children;-38,32574006;-12,69881676;35,4523809523809
41781;Germany;32-40 years;Other reasons;20;2905701;Camacari - BA;House of friends and relatives;No;Alone;-38,32574006;-12,69881676;156,95
41784;Germany;51-59 years;Leisure;20;2905701;Camacari - BA;House of friends and relatives;No;Couple without children;-38,32574006;-12,69881676;11,775
41981;Spain;51-59 years;Business and events;4;2905701;Camacari - BA;Hotel or flat;No;Alone;-38,32574006;-12,69881676;219,75
41955;Italy;51-59 years;Other reasons;90;2905701;Camacari - BA;Own property;No;Alone;-38,32574006;-12,69881676;23,0222222222222
28241;Uruguay;32-40 years;Leisure;13;2906303;Canavieiras - BA;Hotel or flat;No;Couple with children;-38,94737587;-15,67977748;62,7692307692308
35265;Ireland;32-40 years;Leisure;21;2910800;Feira de Santana - BA;House of friends and relatives;No;Alone;-38,9600331;-12,22928425;106,380952380952
25058;United States;41-50 years;Other reasons;12;2910800;Feira de Santana - BA;House of friends and relatives;No;Family group;-38,9600331;-12,22928425;20,5208333333333
17274;Argentina;41-50 years;Leisure;10;2913606;Ilheus - BA;Resort;Tourist package;Couple with children;-39,04318429;-14,79332027;22,125
27089;Portugal;41-50 years;Business and events;45;2913606;Ilheus - BA;House of friends and relatives;Separate services;Couple without children;-39,04318429;-14,79332027;19,3
27587;France;32-40 years;Other reasons;50;2914604;Irece - BA;House of friends and relatives;No;Couple with children;-41,85886048;-11,30337962;17,37
